2022-09-26 13:03:08,quicksandphish,url,https://web.id.mizuhebank.japan-afresh.cyou/client/index.php,#phishing,https://twitter.com/quicksandphish/status/1574384074281533442
2022-09-26 13:04:08,quicksandphish,url,https://web.id.mizuhebank.japan-afresh.cyou/client/index_sp.php,#phishing,https://twitter.com/quicksandphish/status/1574384325348323328
2022-09-26 13:05:12,quicksandphish,url,https://web.id.mizuhebank.japan-afters.cyou/client/index_sp.php,#phishing,https://twitter.com/quicksandphish/status/1574384595746754560
2022-09-26 13:06:10,quicksandphish,url,https://web.id.mizuhebank.japan-afters.cyou/client/index.php,#phishing,https://twitter.com/quicksandphish/status/1574384836076130304
2022-09-26 13:11:55,ecarlesi,url,http://gemstonespk.com/wordpress-6.0.2.zip,#phishing,https://twitter.com/ecarlesi/status/1574386286202617863
2022-09-26 13:12:11,drb_ra,ip,39.105.176.212,#CobaltStrike,https://twitter.com/drb_ra/status/1574386349557284864
2022-09-26 13:13:07,drb_ra,ip,43.142.244.86,#CobaltStrike,https://twitter.com/drb_ra/status/1574386584383885314
2022-09-26 13:13:27,drb_ra,ip,154.204.181.115,#CobaltStrike,https://twitter.com/drb_ra/status/1574386670799052802
2022-09-26 13:14:30,drb_ra,ip,104.243.21.60,#CobaltStrike,https://twitter.com/drb_ra/status/1574386932951433217
2022-09-26 13:14:36,drb_ra,ip,49.0.247.149,#CobaltStrike,https://twitter.com/drb_ra/status/1574386960189227008
2022-09-26 13:14:43,drb_ra,ip,121.4.87.101,#CobaltStrike,https://twitter.com/drb_ra/status/1574386988295258112
2022-09-26 13:15:52,drb_ra,ip,3.231.236.148,#CobaltStrike,https://twitter.com/drb_ra/status/1574387277295403009
2022-09-26 13:17:13,ecarlesi,url,https://espace-disney.com,#phishing,https://twitter.com/ecarlesi/status/1574387619315826688
2022-09-26 13:18:00,drb_ra,ip,81.70.162.112,#CobaltStrike,https://twitter.com/drb_ra/status/1574387813151395840
2022-09-26 13:18:07,drb_ra,ip,124.223.96.152,#CobaltStrike,https://twitter.com/drb_ra/status/1574387846479216641
2022-09-26 13:20:18,ecarlesi,url,http://info-reactivation.com,#phishing,https://twitter.com/ecarlesi/status/1574388392405729281
2022-09-26 13:25:40,ecarlesi,url,https://008564.com,#phishing,https://twitter.com/ecarlesi/status/1574389744871608323
2022-09-26 13:28:48,ecarlesi,url,https://008498.com,#phishing,https://twitter.com/ecarlesi/status/1574390534667472896
2022-09-26 13:29:35,ecarlesi,url,http://008549.com,#phishing,https://twitter.com/ecarlesi/status/1574390728213643265
2022-09-26 13:30:43,AP_Zenmashi,ip,45.125.14.23,#phishing #scam,https://twitter.com/AP_Zenmashi/status/1574391015435227142
2022-09-26 13:30:43,AP_Zenmashi,url,https://dfskv.com,#phishing #scam,https://twitter.com/AP_Zenmashi/status/1574391015435227142
2022-09-26 13:30:47,ecarlesi,url,https://modulosecurweb.me/,#phishing,https://twitter.com/ecarlesi/status/1574391032124514305
2022-09-26 13:31:58,ecarlesi,url,https://008538.com,#phishing,https://twitter.com/ecarlesi/status/1574391331211907072
2022-09-26 13:32:06,ecarlesi,url,https://008536.com,#phishing,https://twitter.com/ecarlesi/status/1574391364153917440
2022-09-26 13:32:06,ecarlesi,url,http://008458.com,#phishing,https://twitter.com/ecarlesi/status/1574391365055676416
2022-09-26 13:32:26,AP_Zenmashi,url,https://mizihi-badk.icu,#phishing #scam,https://twitter.com/AP_Zenmashi/status/1574391449298534400
2022-09-26 13:32:26,AP_Zenmashi,ip,202.144.192.123,#phishing #scam,https://twitter.com/AP_Zenmashi/status/1574391449298534400
2022-09-26 13:32:51,ecarlesi,url,https://008546.com,#phishing,https://twitter.com/ecarlesi/status/1574391551840718854
2022-09-26 13:33:05,ecarlesi,url,https://008487.com,#phishing,https://twitter.com/ecarlesi/status/1574391609764057089
2022-09-26 13:33:28,ecarlesi,url,https://008517.com,#phishing,https://twitter.com/ecarlesi/status/1574391707386650624
2022-09-26 13:33:40,ecarlesi,url,https://008510.com,#phishing,https://twitter.com/ecarlesi/status/1574391759400058882
2022-09-26 13:33:43,ecarlesi,url,https://008551.com,#phishing,https://twitter.com/ecarlesi/status/1574391769231499265
2022-09-26 13:34:19,ecarlesi,url,http://008496.com,#phishing,https://twitter.com/ecarlesi/status/1574391922558369795
2022-09-26 13:34:24,ecarlesi,url,https://008480.com,#phishing,https://twitter.com/ecarlesi/status/1574391942527557634
2022-09-26 13:39:23,ecarlesi,url,https://008346.com,#phishing,https://twitter.com/ecarlesi/status/1574393197333291008
2022-09-26 13:39:24,ecarlesi,url,https://008553.com,#phishing,https://twitter.com/ecarlesi/status/1574393199451377665
2022-09-26 13:39:53,ecarlesi,url,http://008481.com,#phishing,https://twitter.com/ecarlesi/status/1574393320935198722
2022-09-26 13:40:09,ecarlesi,url,http://008540.com,#phishing,https://twitter.com/ecarlesi/status/1574393388559962113
2022-09-26 13:40:49,ecarlesi,url,https://008490.com,#phishing,https://twitter.com/ecarlesi/status/1574393557976244225
2022-09-26 13:40:49,ecarlesi,url,https://008406.com,#phishing,https://twitter.com/ecarlesi/status/1574393558265651201
2022-09-26 13:48:02,ecarlesi,url,http://008391.com,#phishing,https://twitter.com/ecarlesi/status/1574395371622727681
2022-09-26 13:50:22,ecarlesi,url,http://008397.com,#phishing,https://twitter.com/ecarlesi/status/1574395961308336129
2022-09-26 13:51:16,pollo290987,url,https://drive.google.com/file/d/11f-xw2kstwkc36xomda0wl-gvkdelp9a/,#Raccoon,https://twitter.com/pollo290987/status/1574396187377106945
