2022-03-31 04:09:49,h2jazi,url,http://194.31.98.124:443/i,,https://twitter.com/h2jazi/status/1509382431949918211
2022-03-31 04:09:49,h2jazi,url,http://194.31.98.124:443/m,,https://twitter.com/h2jazi/status/1509382433350815747
2022-03-31 04:09:49,h2jazi,md5,4a5de4784a6005aa8a19fb0889f1947a,,https://twitter.com/h2jazi/status/1509382433350815747
2022-03-31 04:09:49,h2jazi,url,http://194.31.98.124:443/p,,https://twitter.com/h2jazi/status/1509382433350815747
2022-03-31 04:09:49,h2jazi,ip,194.31.98.124,,https://twitter.com/h2jazi/status/1509382431949918211
2022-03-31 04:09:49,h2jazi,md5,af185bfecb62ac685a7cee2f12a143eb,,https://twitter.com/h2jazi/status/1509382433350815747
2022-03-31 04:09:49,h2jazi,md5,36ff9ec87c458d6d76b2afbd5120dfae,,https://twitter.com/h2jazi/status/1509382431949918211
2022-03-31 04:09:49,h2jazi,md5,06124da5b4d6ef31dbfd7a6094fc52a6,,https://twitter.com/h2jazi/status/1509382431949918211
2022-03-31 04:18:44,KesaGataMe0,url,https://family-mart.cc,#phishing,https://twitter.com/KesaGataMe0/status/1509384675651125249
2022-03-31 04:18:44,KesaGataMe0,ip,107.150.4.49,#phishing,https://twitter.com/KesaGataMe0/status/1509384675651125249
2022-03-31 04:22:31,KesaGataMe0,ip,23.94.159.201,#phishing,https://twitter.com/KesaGataMe0/status/1509385627993014272
2022-03-31 04:28:43,KesaGataMe0,ip,137.220.196.158,#phishing,https://twitter.com/KesaGataMe0/status/1509387190027321344
2022-03-31 04:28:43,KesaGataMe0,url,https://www.netbkv.com,#phishing,https://twitter.com/KesaGataMe0/status/1509387190027321344
2022-03-31 04:30:40,dubstard,url,https://networkchaindapps.com,#phishing #scam,https://twitter.com/dubstard/status/1509387678680293384
2022-03-31 04:30:40,dubstard,ip,198.187.29.29,#phishing #scam,https://twitter.com/dubstard/status/1509387678680293384
2022-03-31 04:45:59,dubstard,url,https://dappsreconfigure.com,#phishing #scam,https://twitter.com/dubstard/status/1509391534436855812
2022-03-31 04:45:59,dubstard,ip,198.54.120.224,#phishing #scam,https://twitter.com/dubstard/status/1509391534436855812
2022-03-31 04:47:02,dubstard,url,https://verifyconnect.org,#phishing #scam,https://twitter.com/dubstard/status/1509391798564708357
2022-03-31 04:47:02,dubstard,ip,68.65.120.205,#phishing #scam,https://twitter.com/dubstard/status/1509391798564708357
