date,user,indicator_type,indicator,label,tweetlink
2022-09-01 00:45:44,pingineer_jp,domain,aniazon.co.jp.djruffg.cc,#phishing #scam,https://twitter.com/pingineer_jp/status/1565138803152797697
2022-09-01 00:45:48,ecarlesi,url,http://omlinerbcz.com/,#phishing,https://twitter.com/ecarlesi/status/1565138820898643968
2022-09-01 00:45:50,pingineer_jp,domain,amozon.co.jp.sblbthhh.cc,#phishing #scam,https://twitter.com/pingineer_jp/status/1565138829534953472
2022-09-01 00:45:51,ecarlesi,url,http://bacra.co.uk/downloads/tv.exe,#malware,https://twitter.com/ecarlesi/status/1565138832646864899
2022-09-01 00:45:55,pingineer_jp,domain,amazon.co.jp.1osfrhisk98sohjng.dofurgmsr.com,#phishing #scam,https://twitter.com/pingineer_jp/status/1565138851684790272
2022-09-01 00:45:55,pingineer_jp,ip,155.94.151.228,#phishing #scam,https://twitter.com/pingineer_jp/status/1565138851684790272
2022-09-01 00:46:01,pingineer_jp,ip,139.59.161.41,#phishing #scam,https://twitter.com/pingineer_jp/status/1565138873780674560
2022-09-01 00:46:01,pingineer_jp,domain,etcdt.etc.jp-jodkeda.novumip.com.cn,#phishing #scam,https://twitter.com/pingineer_jp/status/1565138873780674560
2022-09-01 00:46:02,ecarlesi,url,http://delicouls.com,#phishing,https://twitter.com/ecarlesi/status/1565138879014998024
2022-09-01 00:46:06,pingineer_jp,ip,178.128.172.130,#phishing #scam,https://twitter.com/pingineer_jp/status/1565138895930413057
2022-09-01 00:46:06,pingineer_jp,domain,etadc-co-etc.jp.linkto.wujimetaverse.club,#phishing #scam,https://twitter.com/pingineer_jp/status/1565138895930413057
2022-09-01 00:46:11,pingineer_jp,ip,172.67.157.253,#phishing #scam,https://twitter.com/pingineer_jp/status/1565138917833056256
2022-09-01 00:46:11,pingineer_jp,ip,104.21.66.85,#phishing #scam,https://twitter.com/pingineer_jp/status/1565138917833056256
2022-09-01 00:46:11,pingineer_jp,domain,my-jcb-co-jp.nahityilmaz.com,#phishing #scam,https://twitter.com/pingineer_jp/status/1565138917833056256
2022-09-01 00:46:16,pingineer_jp,ip,104.21.65.60,#phishing #scam,https://twitter.com/pingineer_jp/status/1565138939853152256
2022-09-01 00:46:16,pingineer_jp,ip,172.67.158.198,#phishing #scam,https://twitter.com/pingineer_jp/status/1565138939853152256
2022-09-01 00:46:16,pingineer_jp,domain,my-jcb-co-jp.purtiercures.com,#phishing #scam,https://twitter.com/pingineer_jp/status/1565138939853152256
2022-09-01 00:46:22,pingineer_jp,domain,smdc.coaasosasmsrema.hsflup.top,#phishing #scam,https://twitter.com/pingineer_jp/status/1565138962376560640
2022-09-01 00:46:22,pingineer_jp,ip,172.245.214.178,#phishing #scam,https://twitter.com/pingineer_jp/status/1565138962376560640
2022-09-01 00:46:27,pingineer_jp,domain,smco.caasmmsdod.paoojw.space,#phishing #scam,https://twitter.com/pingineer_jp/status/1565138984317374464
2022-09-01 00:46:32,KesaGataMe0,url,https://resktren-baek.com,#phishing,https://twitter.com/KesaGataMe0/status/1565139007566393344
2022-09-01 00:46:32,pingineer_jp,domain,smdc.coaosaeaserma.lisuan.tech,#phishing #scam,https://twitter.com/pingineer_jp/status/1565139006525829120
2022-09-01 00:46:32,KesaGataMe0,ip,107.148.162.78,#phishing,https://twitter.com/KesaGataMe0/status/1565139007566393344
2022-09-01 00:46:38,pingineer_jp,domain,smco.caasssaesod.744q9.icu,#phishing #scam,https://twitter.com/pingineer_jp/status/1565139028826959872
2022-09-01 00:46:43,pingineer_jp,domain,smco.caasssaesod.myfsdp.top,#phishing #scam,https://twitter.com/pingineer_jp/status/1565139051724025856
2022-09-01 00:46:48,pingineer_jp,domain,smco.caaasssasmerod.wwkoir.top,#phishing #scam,https://twitter.com/pingineer_jp/status/1565139074200965120
2022-09-01 00:46:54,pingineer_jp,domain,smcd.amaamosasrmed.robyup.space,#phishing #scam,https://twitter.com/pingineer_jp/status/1565139096145539073
2022-09-01 00:46:59,pingineer_jp,domain,smcd.amassmaesed.zfuisj.top,#phishing #scam,https://twitter.com/pingineer_jp/status/1565139119923085313
2022-09-01 00:47:04,pingineer_jp,domain,smcd.amassssmed.wxnnqd.space,#phishing #scam,https://twitter.com/pingineer_jp/status/1565139141855129601
2022-09-01 00:47:10,pingineer_jp,domain,smco.caasssaesod.fjgasb.space,#phishing #scam,https://twitter.com/pingineer_jp/status/1565139164844236802
2022-09-01 00:47:15,pingineer_jp,domain,smcd.amsmasmed.nmrqkr.top,#phishing #scam,https://twitter.com/pingineer_jp/status/1565139187422343168
2022-09-01 00:47:15,pingineer_jp,ip,192.227.132.51,#phishing #scam,https://twitter.com/pingineer_jp/status/1565139187422343168
2022-09-01 00:47:18,ecarlesi,url,https://onllnerbcz.com/robots.txt,#phishing,https://twitter.com/ecarlesi/status/1565139197350092800
2022-09-01 00:47:21,pingineer_jp,domain,smcd.amsmseed.xgjt.video,#phishing #scam,https://twitter.com/pingineer_jp/status/1565139209618202626
2022-09-01 00:47:26,pingineer_jp,domain,smdc.coaossossema.vcwodb.top,#phishing #scam,https://twitter.com/pingineer_jp/status/1565139232183619584
2022-09-01 00:47:31,pingineer_jp,domain,smco.cassomdod.putao056.shop,#phishing #scam,https://twitter.com/pingineer_jp/status/1565139254707384320
2022-09-01 00:47:37,pingineer_jp,domain,smcd.amsmsoasmed.zgkarw.top,#phishing #scam,https://twitter.com/pingineer_jp/status/1565139277079388161
2022-09-01 00:47:42,pingineer_jp,domain,smdc.coaoossema.wlftxq.top,#phishing #scam,https://twitter.com/pingineer_jp/status/1565139299435429889
2022-09-01 00:47:47,pingineer_jp,domain,smcd.amsmasmed.gfkytk.top,#phishing #scam,https://twitter.com/pingineer_jp/status/1565139321518034945
2022-09-01 00:47:57,pingineer_jp,domain,onamae-vps.webmoney-potn.com,#phishing #scam,https://twitter.com/pingineer_jp/status/1565139361284632576
2022-09-01 00:47:57,pingineer_jp,ip,115.144.69.112,#phishing #scam,https://twitter.com/pingineer_jp/status/1565139361284632576
2022-09-01 00:47:59,harugasumi,url,https://my-jcb-co-jp.nahityilmaz.com/,#phishing,https://twitter.com/harugasumi/status/1565139369941278720
2022-09-01 00:48:02,pingineer_jp,domain,sign-in-info.bgfgbmnfdst.top,#phishing #scam,https://twitter.com/pingineer_jp/status/1565139383652519936
2022-09-01 00:48:02,pingineer_jp,ip,155.94.141.23,#phishing #scam,https://twitter.com/pingineer_jp/status/1565139383652519936
2022-09-01 00:48:08,pingineer_jp,domain,sign-in-info.riverwidemusic.top,#phishing #scam,https://twitter.com/pingineer_jp/status/1565139406503022592
2022-09-01 00:48:13,pingineer_jp,domain,anm.fujidry.co.jp,#phishing #scam,https://twitter.com/pingineer_jp/status/1565139428435443712
2022-09-01 00:48:13,pingineer_jp,ip,115.144.69.93,#phishing #scam,https://twitter.com/pingineer_jp/status/1565139428435443712
2022-09-01 00:48:18,pingineer_jp,ip,155.94.169.64,#phishing #scam,https://twitter.com/pingineer_jp/status/1565139450555904000
2022-09-01 00:48:18,pingineer_jp,domain,watery.hemengjiao.cn,#phishing #scam,https://twitter.com/pingineer_jp/status/1565139450555904000
2022-09-01 00:57:04,KesaGataMe0,ip,154.198.234.104,#phishing,https://twitter.com/KesaGataMe0/status/1565141657250832384
2022-09-01 01:03:11,harugasumi,url,https://www.etcdt.etc.jp-jodkeda.novumip.com.cn/jp,#phishing,https://twitter.com/harugasumi/status/1565143197596000256
2022-09-01 01:08:00,harugasumi,url,https://sign-in-info.riverwidemusic.xyz/jp,#phishing,https://twitter.com/harugasumi/status/1565144407765966848
2022-09-01 01:16:43,ecarlesi,url,https://secur-acc.net,#phishing,https://twitter.com/ecarlesi/status/1565146601647120385
2022-09-01 01:17:04,ecarlesi,url,http://americafirstscur.info/restore/afcu.zip,#phishing,https://twitter.com/ecarlesi/status/1565146691703021568
2022-09-01 01:17:59,romonlyht,ip,95.154.235.71,#phishing,https://twitter.com/romonlyht/status/1565146918455750656
2022-09-01 01:17:59,romonlyht,url,https://springhillnailssalon.com//secure/ssl/,#phishing,https://twitter.com/romonlyht/status/1565146918455750656
2022-09-01 01:17:59,romonlyht,ip,198.252.98.122,#phishing,https://twitter.com/romonlyht/status/1565146918455750656
2022-09-01 01:18:42,ecarlesi,url,http://binarectifyresolve.xyz/,#phishing,https://twitter.com/ecarlesi/status/1565147102010900480
2022-09-01 01:19:16,harugasumi,url,https://account-update-service.jasonarmz.gq,#phishing,https://twitter.com/harugasumi/status/1565147243887267840
2022-09-01 01:19:49,romonlyht,ip,95.154.235.81,#phishing,https://twitter.com/romonlyht/status/1565147381850853376
2022-09-01 01:19:49,romonlyht,ip,207.180.235.119,#phishing,https://twitter.com/romonlyht/status/1565147381850853376
2022-09-01 01:19:49,romonlyht,url,https://teamworkdem.solutions/ssl/ssl2/,#phishing,https://twitter.com/romonlyht/status/1565147381850853376
2022-09-01 01:21:32,romonlyht,ip,157.230.44.77,#phishing,https://twitter.com/romonlyht/status/1565147813159514112
2022-09-01 01:21:32,romonlyht,url,https://onlineexam360.com/ssl/ssl2/,#phishing,https://twitter.com/romonlyht/status/1565147813159514112
2022-09-01 01:21:32,romonlyht,ip,95.154.235.80,#phishing,https://twitter.com/romonlyht/status/1565147813159514112
2022-09-01 01:21:38,ecarlesi,url,http://91app.pro/source/b/91zipai.apk,#malware,https://twitter.com/ecarlesi/status/1565147839566848001
2022-09-01 01:23:03,KesaGataMe0,url,https://aeon.an9az0.shop,#phishing,https://twitter.com/KesaGataMe0/status/1565148194115584000
2022-09-01 01:23:03,KesaGataMe0,url,https://aeon.an9az1.shop,#phishing,https://twitter.com/KesaGataMe0/status/1565148194115584000
2022-09-01 01:23:03,KesaGataMe0,url,https://aeon.an8az8.shop,#phishing,https://twitter.com/KesaGataMe0/status/1565148194115584000
2022-09-01 01:23:03,KesaGataMe0,ip,216.118.231.60,#phishing,https://twitter.com/KesaGataMe0/status/1565148194115584000
2022-09-01 01:23:42,romonlyht,ip,119.96.45.83,#phishing,https://twitter.com/romonlyht/status/1565148359710896131
2022-09-01 01:23:42,romonlyht,ip,198.55.102.104,#phishing,https://twitter.com/romonlyht/status/1565148359710896131
2022-09-01 01:23:42,romonlyht,url,https://bxvchhuvya3.top/jp,#phishing,https://twitter.com/romonlyht/status/1565148359710896131
2022-09-01 01:24:59,ecarlesi,url,http://binarectifyresolve.xyz/index-2.html,#phishing,https://twitter.com/ecarlesi/status/1565148681589891073
2022-09-01 01:25:15,KesaGataMe0,url,https://neststiation2.apllus.co.jp.zcacz.top/jp,#phishing,https://twitter.com/KesaGataMe0/status/1565148751022653440
2022-09-01 01:25:15,KesaGataMe0,ip,149.57.241.126,#phishing,https://twitter.com/KesaGataMe0/status/1565148751022653440
2022-09-01 01:26:41,ecarlesi,url,http://semia-lb.net/docs.zip,#phishing,https://twitter.com/ecarlesi/status/1565149111594131456
2022-09-01 01:27:20,ecarlesi,url,http://semia-lb.net/semia_website.zip,#phishing,https://twitter.com/ecarlesi/status/1565149272097652737
2022-09-01 01:28:09,ecarlesi,url,http://comnvkh.xyz,#phishing,https://twitter.com/ecarlesi/status/1565149479224885249
2022-09-01 01:29:49,ecarlesi,url,http://fxcard.net,#phishing,https://twitter.com/ecarlesi/status/1565149896604262400
2022-09-01 01:29:58,ecarlesi,url,https://mtban.xyz/k/card.html,#phishing,https://twitter.com/ecarlesi/status/1565149938132082689
2022-09-01 01:30:02,dnstwist,domain,robloxb.com,#phishing,https://twitter.com/dnstwist/status/1565149952011116544
2022-09-01 01:30:13,KesaGataMe0,url,https://ntagoi-jp.vbcrck.cn,#phishing,https://twitter.com/KesaGataMe0/status/1565149998421274624
2022-09-01 01:30:13,KesaGataMe0,url,https://ntagoi-jp.r3ae0e.cn,#phishing,https://twitter.com/KesaGataMe0/status/1565149998421274624
2022-09-01 01:30:13,KesaGataMe0,url,https://ntagoi-jp.mhmpwg.cn,#phishing,https://twitter.com/KesaGataMe0/status/1565149998421274624
2022-09-01 01:30:13,KesaGataMe0,url,https://ntagoi-jp.ckai3aw.cn,#phishing,https://twitter.com/KesaGataMe0/status/1565149998421274624
2022-09-01 01:30:13,KesaGataMe0,url,https://ntagoi-jp.ppocxuc.cn,#phishing,https://twitter.com/KesaGataMe0/status/1565149998421274624
2022-09-01 01:30:13,KesaGataMe0,url,https://ntagoi-jp.wjiw08.cn,#phishing,https://twitter.com/KesaGataMe0/status/1565149998421274624
2022-09-01 01:30:13,KesaGataMe0,ip,155.94.128.83,#phishing,https://twitter.com/KesaGataMe0/status/1565149998421274624
2022-09-01 01:30:46,ecarlesi,url,http://nomojjc.xyz,#phishing,https://twitter.com/ecarlesi/status/1565150139001495552
2022-09-01 01:31:26,romonlyht,ip,155.94.135.67,#phishing,https://twitter.com/romonlyht/status/1565150305817600000
2022-09-01 01:31:26,romonlyht,url,https://p1us3-nkh.jiguangsiwa.cn/,#phishing,https://twitter.com/romonlyht/status/1565150305817600000
2022-09-01 01:31:26,romonlyht,ip,192.161.50.232,#phishing,https://twitter.com/romonlyht/status/1565150305817600000
2022-09-01 01:32:22,ecarlesi,url,http://66913.xyz/%e5%85%a8%e7%90%83gtv.apk,#malware,https://twitter.com/ecarlesi/status/1565150540132225024
2022-09-01 01:35:07,ecarlesi,url,https://mtban.xyz/k/detail.html,#phishing,https://twitter.com/ecarlesi/status/1565151230887972866
2022-09-01 01:36:47,ecarlesi,url,http://sateliptv.net/wordpress-6.0.2.zip,#phishing,https://twitter.com/ecarlesi/status/1565151652843343874
2022-09-01 01:37:04,harugasumi,url,https://al.secure-sakura.com/,#phishing,https://twitter.com/harugasumi/status/1565151722187550720
2022-09-01 01:38:24,KesaGataMe0,url,https://login.id-nta-go.xyz,#phishing,https://twitter.com/KesaGataMe0/status/1565152060223660034
2022-09-01 01:38:24,KesaGataMe0,ip,155.94.138.166,#phishing,https://twitter.com/KesaGataMe0/status/1565152060223660034
2022-09-01 01:38:24,KesaGataMe0,url,https://nta-gojp.top,#phishing,https://twitter.com/KesaGataMe0/status/1565152060223660034
2022-09-01 01:38:24,KesaGataMe0,url,https://id-nta-go.xyz,#phishing,https://twitter.com/KesaGataMe0/status/1565152060223660034
2022-09-01 01:38:43,romonlyht,ip,137.220.180.120,#phishing,https://twitter.com/romonlyht/status/1565152138686533632
2022-09-01 01:39:09,ecarlesi,url,https://mtban.xyz/k/em.html,#phishing,https://twitter.com/ecarlesi/status/1565152245359984641
2022-09-01 01:39:13,ecarlesi,url,http://itbaiche.com,#phishing,https://twitter.com/ecarlesi/status/1565152264809074688
2022-09-01 01:40:40,KesaGataMe0,url,https://etdcd.co-jp.adnean.peopledao.club/jp,#phishing,https://twitter.com/KesaGataMe0/status/1565152627482308609
2022-09-01 01:40:40,KesaGataMe0,ip,159.89.11.58,#phishing,https://twitter.com/KesaGataMe0/status/1565152627482308609
2022-09-01 01:42:54,ecarlesi,url,https://mtban.xyz/k/thank.html,#phishing,https://twitter.com/ecarlesi/status/1565153190894501890
2022-09-01 01:55:30,drb_ra,ip,42.194.199.231,#CobaltStrike,https://twitter.com/drb_ra/status/1565156359913586689
2022-09-01 01:55:37,ecarlesi,url,https://nithings.com,#phishing,https://twitter.com/ecarlesi/status/1565156392155185155
2022-09-01 01:56:29,KesaGataMe0,ip,142.93.104.29,#phishing,https://twitter.com/KesaGataMe0/status/1565156608912801792
2022-09-01 01:56:29,KesaGataMe0,url,https://etace.co.etc-jpind.idaos.club/jp,#phishing,https://twitter.com/KesaGataMe0/status/1565156608912801792
2022-09-01 01:59:40,drb_ra,ip,45.147.229.157,#CobaltStrike,https://twitter.com/drb_ra/status/1565157408984424448
2022-09-01 02:00:07,ecarlesi,url,https://mixedls.com,#phishing,https://twitter.com/ecarlesi/status/1565157523514089472
2022-09-01 02:04:26,romonlyht,url,https://wnnxvm.cn/pc/login/?rfunccode=1013000000&amp;nextfunc=1013000000,#phishing,https://twitter.com/romonlyht/status/1565158607830011904
2022-09-01 02:04:26,romonlyht,ip,172.67.132.111,#phishing,https://twitter.com/romonlyht/status/1565158607830011904
2022-09-01 02:04:26,romonlyht,ip,117.50.187.62,#phishing,https://twitter.com/romonlyht/status/1565158607830011904
2022-09-01 02:04:37,drb_ra,ip,119.29.60.162,#CobaltStrike,https://twitter.com/drb_ra/status/1565158654814322700
2022-09-01 02:04:48,drb_ra,ip,47.122.6.10,#CobaltStrike,https://twitter.com/drb_ra/status/1565158704131051521
2022-09-01 02:05:35,romonlyht,ip,23.94.91.133,#phishing,https://twitter.com/romonlyht/status/1565158898210058240
2022-09-01 02:05:35,romonlyht,ip,192.161.59.197,#phishing,https://twitter.com/romonlyht/status/1565158898210058240
2022-09-01 02:07:41,ecarlesi,url,http://renouveiiment-vitaie.fr,#phishing,https://twitter.com/ecarlesi/status/1565159426838958080
2022-09-01 02:07:41,ecarlesi,url,https://colissimo-entreprise-laposte.fr,#phishing,https://twitter.com/ecarlesi/status/1565159426792853504
2022-09-01 02:07:45,ecarlesi,url,https://securite-cartvit.info,#phishing,https://twitter.com/ecarlesi/status/1565159446103351297
2022-09-01 02:07:45,ecarlesi,url,https://secuvitale.fr,#phishing,https://twitter.com/ecarlesi/status/1565159443809161224
2022-09-01 02:09:53,romonlyht,url,https://www.etcdt.etc.jp-qundasf.gdjtny.com.cn/jp,#phishing,https://twitter.com/romonlyht/status/1565159980260794368
2022-09-01 02:09:53,romonlyht,ip,139.59.181.103,#phishing,https://twitter.com/romonlyht/status/1565159980260794368
2022-09-01 02:09:53,romonlyht,ip,36.255.223.24,#phishing,https://twitter.com/romonlyht/status/1565159980260794368
2022-09-01 02:11:14,ecarlesi,url,http://caisse-epargne-pass.fr,#phishing,https://twitter.com/ecarlesi/status/1565160319336472577
2022-09-01 02:11:41,ecarlesi,url,https://kundendienst.pro,#phishing,https://twitter.com/ecarlesi/status/1565160433182449665
2022-09-01 02:12:38,ecarlesi,url,http://ameli-espace-cartevitale.fr,#phishing,https://twitter.com/ecarlesi/status/1565160675588145153
2022-09-01 02:13:14,ecarlesi,url,http://staturefgove.info/meestegeupdatemetauspost.zip,#phishing,https://twitter.com/ecarlesi/status/1565160823319920643
2022-09-01 02:13:20,ecarlesi,url,https://cdn-support.fr,#phishing,https://twitter.com/ecarlesi/status/1565160848024375297
2022-09-01 02:13:27,ecarlesi,url,https://georgdelake.buzz/veri/tranactions.html,#phishing,https://twitter.com/ecarlesi/status/1565160879133425664
2022-09-01 02:13:33,ecarlesi,url,http://calsse-epargne.fr,#phishing,https://twitter.com/ecarlesi/status/1565160904584531969
2022-09-01 02:13:36,ecarlesi,url,http://ameli-activation.fr,#phishing,https://twitter.com/ecarlesi/status/1565160915984605185
2022-09-01 02:14:05,ecarlesi,url,http://turnerfurte.buzz/,#phishing,https://twitter.com/ecarlesi/status/1565161037455835142
2022-09-01 02:15:04,ecarlesi,url,http://ouaw.site,#phishing,https://twitter.com/ecarlesi/status/1565161285565693958
2022-09-01 02:15:22,ecarlesi,url,https://turnerfurte.buzz/,#phishing,https://twitter.com/ecarlesi/status/1565161362468347905
2022-09-01 02:15:37,ecarlesi,url,https://turnerfurte.buzz/_wildcard_/,#phishing,https://twitter.com/ecarlesi/status/1565161423109505024
2022-09-01 02:16:45,drb_ra,ip,173.82.195.131,#CobaltStrike,https://twitter.com/drb_ra/status/1565161708657721346
2022-09-01 02:16:53,drb_ra,ip,18.117.203.13,#CobaltStrike,https://twitter.com/drb_ra/status/1565161742006685696
2022-09-01 02:17:05,drb_ra,ip,20.51.246.157,#CobaltStrike,https://twitter.com/drb_ra/status/1565161791566618625
2022-09-01 02:17:29,drb_ra,ip,51.13.184.135,#CobaltStrike,https://twitter.com/drb_ra/status/1565161892255076360
2022-09-01 02:17:40,drb_ra,ip,89.185.85.49,#CobaltStrike,https://twitter.com/drb_ra/status/1565161938832826369
2022-09-01 02:17:43,ecarlesi,url,https://applefmi-login.live/,#phishing,https://twitter.com/ecarlesi/status/1565161954204950531
2022-09-01 02:17:43,ecarlesi,url,https://applefmi-located.live/,#phishing,https://twitter.com/ecarlesi/status/1565161953915437057
2022-09-01 02:17:51,drb_ra,ip,124.223.96.152,#CobaltStrike,https://twitter.com/drb_ra/status/1565161985163292673
2022-09-01 02:18:08,drb_ra,ip,81.70.49.19,#CobaltStrike,https://twitter.com/drb_ra/status/1565162059096014849
2022-09-01 02:19:02,drb_ra,ip,119.45.165.75,#CobaltStrike,https://twitter.com/drb_ra/status/1565162286074953728
2022-09-01 02:19:13,drb_ra,url,https://www.baidu.com/,#CobaltStrike,https://twitter.com/drb_ra/status/1565162328391405571
2022-09-01 02:19:13,drb_ra,ip,43.143.18.45,#CobaltStrike,https://twitter.com/drb_ra/status/1565162328391405571
2022-09-01 02:19:20,drb_ra,ip,124.221.208.64,#CobaltStrike,https://twitter.com/drb_ra/status/1565162360423288832
2022-09-01 02:19:36,ecarlesi,url,http://mbtirv.buzz/,#phishing,https://twitter.com/ecarlesi/status/1565162424768102402
2022-09-01 02:19:40,ecarlesi,url,http://mbtirv.buzz/validfgsuer535.html,#phishing,https://twitter.com/ecarlesi/status/1565162443881447424
2022-09-01 02:20:02,drb_ra,ip,124.223.177.111,#CobaltStrike,https://twitter.com/drb_ra/status/1565162537758429185
2022-09-01 02:20:19,drb_ra,ip,138.2.87.40,#CobaltStrike,https://twitter.com/drb_ra/status/1565162606670798851
2022-09-01 02:20:54,ecarlesi,url,https://cveg.fun,#phishing,https://twitter.com/ecarlesi/status/1565162751902814220
2022-09-01 02:21:48,drb_ra,ip,150.158.78.254,#CobaltStrike,https://twitter.com/drb_ra/status/1565162981482176512
2022-09-01 02:21:54,ecarlesi,url,https://cveg.site,#phishing,https://twitter.com/ecarlesi/status/1565163006807375874
2022-09-01 02:22:20,drb_ra,ip,35.92.177.198,#CobaltStrike,https://twitter.com/drb_ra/status/1565163114231914504
2022-09-01 02:22:28,drb_ra,ip,107.174.158.185,#CobaltStrike,https://twitter.com/drb_ra/status/1565163148407193600
2022-09-01 02:22:36,drb_ra,ip,119.8.25.181,#CobaltStrike,https://twitter.com/drb_ra/status/1565163180422217735
2022-09-01 02:22:49,drb_ra,ip,43.138.230.66,#CobaltStrike,https://twitter.com/drb_ra/status/1565163236613394432
2022-09-01 02:22:52,ecarlesi,url,https://mt-ak5t.online/,#phishing,https://twitter.com/ecarlesi/status/1565163250047746048
2022-09-01 02:23:01,drb_ra,ip,119.29.133.210,#CobaltStrike,https://twitter.com/drb_ra/status/1565163286768803840
2022-09-01 02:23:10,drb_ra,ip,1.12.68.234,#CobaltStrike,https://twitter.com/drb_ra/status/1565163324525920258
2022-09-01 02:23:29,drb_ra,ip,84.32.188.183,#CobaltStrike,https://twitter.com/drb_ra/status/1565163404201021441
2022-09-01 02:23:46,drb_ra,ip,119.12.161.104,#CobaltStrike,https://twitter.com/drb_ra/status/1565163475306954752
